date,pnl,grp
2025-04-02,0.0030699361609681716,miner
2025-04-02,0.007311996116638532,wire
2025-04-03,0.00553658229979772,miner
2025-04-03,0.0006367179627851487,wire
2025-04-04,0.0007860886289969542,miner
2025-04-04,-0.025950793355434126,wire
2025-04-07,-0.020452442400302848,miner
2025-04-07,0.019693659722640283,wire
2025-04-08,0.008774984775051444,miner
2025-04-09,-0.018348729546195333,miner
2025-04-09,0.002023171976050185,wire
2025-04-10,0.014956198727160227,miner
2025-04-11,0.005703074108098444,miner
2025-04-11,0.004794376178512397,wire
2025-04-14,-0.007918548672976585,miner
2025-04-14,-0.002339365094062723,wire
2025-04-15,-0.0013009199503812522,miner
2025-04-15,-0.013131727549433238,wire
2025-04-16,-0.0005389796216116217,miner
2025-04-16,-0.0026775035282672194,wire
2025-04-17,-0.0028624532624193285,miner
2025-04-17,-0.004349679676865643,wire
2025-04-18,0.004924846753483396,miner
2025-04-18,0.013788135356383848,wire
2025-04-21,0.014119919672896228,miner
2025-04-21,0.00014024769486481632,wire
2025-04-22,-0.012196020148998383,miner
2025-04-22,-0.012198028457966787,wire
2025-04-23,0.007657386338667997,miner
2025-04-23,0.0009947490694627035,wire
2025-04-24,-0.002994678078599663,miner
2025-04-24,-0.005734484517186377,wire
2025-04-25,0.0005507670834775111,miner
2025-04-25,-0.02148100420952958,wire
2025-04-28,0.004023395010791076,miner
2025-04-28,-0.004553454802422309,wire
2025-04-30,0.008122537538306414,miner
2025-04-30,0.01023817348510715,wire
2025-05-01,-0.004588667444297317,miner
2025-05-01,-0.009695917326123045,wire
2025-05-02,0.0040478486365597135,miner
2025-05-02,-0.0011288671114196725,wire
2025-05-07,0.006553904098499269,miner
2025-05-07,0.004646414891067904,wire
2025-05-08,0.008606811496440428,miner
2025-05-08,-0.009277800231142112,wire
2025-05-09,0.009980124186654674,miner
2025-05-09,0.0018271405560123044,wire
2025-05-12,0.01901721201260547,miner
2025-05-12,0.011604190185761571,wire
2025-05-13,-0.01578917365210302,miner
2025-05-13,-0.08128807195155519,wire
2025-05-14,0.00398646355241704,miner
2025-05-14,-0.0037303976742634843,wire
2025-05-15,-0.006422895467853528,miner
2025-05-15,-0.018271301833977655,wire
2025-05-16,-0.010038724540838964,miner
2025-05-16,0.008604076309019718,wire
2025-05-19,0.002493537979567399,miner
2025-05-19,0.0044674429815757715,wire
2025-05-20,0.02112946472311026,miner
2025-05-20,0.02791940043289428,wire
2025-05-21,-0.016345125904932062,miner
2025-05-21,0.005622992493420816,wire
2025-05-22,-0.005670941146803504,miner
2025-05-22,-0.036749901961448464,wire
2025-05-23,-0.013143550311920818,miner
2025-05-23,0.031152809852395665,wire
2025-05-26,0.0019902387086123633,miner
2025-05-26,-0.006237998909129856,wire
2025-05-27,-0.00021825466230982653,miner
2025-05-27,-0.0065123666269930325,wire
2025-05-28,-0.0060573729854398115,miner
2025-05-28,-0.004425033914522813,wire
2025-05-29,-0.005590531273236406,miner
2025-05-29,0.0021467026546467443,wire
2025-05-30,0.011176833271926439,miner
2025-05-30,-0.005128033611863592,wire
2025-06-02,0.008030114808135725,miner
2025-06-02,-0.009874356531521898,wire
2025-06-03,-0.004618382911377512,miner
2025-06-03,0.008147575357860449,wire
2025-06-04,0.0033460866491009126,miner
2025-06-04,-0.020511969133412147,wire
2025-06-05,0.001609809497839927,miner
2025-06-05,-0.0012954696190412619,wire
2025-06-06,0.0019188757522968988,miner
2025-06-06,-0.007071102699405863,wire
2025-06-09,0.00948048118888043,miner
2025-06-09,0.006527290016723869,wire
2025-06-10,-0.006037331404845447,miner
2025-06-10,0.008595986399956415,wire
2025-06-11,0.0014605482959800017,miner
2025-06-11,0.005737421084582164,wire
2025-06-12,-0.004507350664505061,miner
2025-06-12,-0.000598425591746552,wire
2025-06-13,0.011807726765710859,miner
2025-06-13,0.0017211164053113131,wire
2025-06-16,0.0005018323597814592,miner
2025-06-16,-0.006607220181578103,wire
2025-06-17,0.008923412714261099,miner
2025-06-17,-0.0027929111833188813,wire
2025-06-18,-0.0012055258011075087,miner
2025-06-18,-0.006466852014762112,wire
2025-06-19,0.005718163125980888,miner
2025-06-19,-0.007037184264318869,wire
2025-06-20,0.0017969639817080755,miner
2025-06-20,-0.0013871393871057102,wire
2025-06-23,0.004887623119271716,miner
2025-06-23,0.0010456805384816492,wire
2025-06-24,0.004615847568057592,miner
2025-06-24,-0.007278853116846198,wire
2025-06-25,0.0012500249123149156,miner
2025-06-25,-0.005143398006439117,wire
2025-06-26,-0.001947639355714498,miner
2025-06-26,0.005336645663525265,wire
2025-06-27,-0.0005037999713609111,miner
2025-06-27,-0.009277424759648973,wire
2025-06-30,-0.004910764875969242,miner
2025-06-30,-0.001721205830808743,wire
2025-07-01,-0.009060165531978519,miner
2025-07-01,0.010300584265794607,wire
2025-07-02,0.0011250875162184164,miner
2025-07-02,0.012365162099911653,wire
2025-07-03,0.014200751013756974,miner
2025-07-03,0.006322071092198539,wire
2025-07-04,0.0030759452382781586,miner
2025-07-04,-0.012304147163059812,wire
2025-07-07,-0.0020268878324603947,miner
2025-07-07,-0.0022093946891922067,wire
2025-07-08,0.005973440639477983,miner
