date,pnl
2025-11-28,0.006266045223620281
2025-12-01,0.0021137172793732426
2025-12-02,-0.005572147763929239
2025-12-03,-0.007783991520021573
2025-12-04,-0.0033220281680898535
2025-12-05,0.001764071925496758
2025-12-08,-0.006342222517833626
2025-12-09,-0.0021730834502818033
2025-12-10,-0.004534601702270662
2025-12-11,-0.0068946885740872295
2025-12-12,-0.0006106586809403207
2025-12-15,-0.003950881223677268
2025-12-16,-0.0026073866488381305
2025-12-17,-0.0035899293033182515
2025-12-18,-0.0010964780316823563
2025-12-19,-0.004258935934614781
2025-12-22,-0.002712480334768651
2025-12-23,0.0002365018346371354
2025-12-24,0.006783508074241254
2025-12-25,0.0008174941309559246
2025-12-26,-0.0014616316696503908
2025-12-29,-0.0011312274248032623
2025-12-30,-0.000780720924547529
2026-01-05,-0.009780407529676287
2026-01-06,-0.007270983445486605
2026-01-07,-0.0039095820803154956
2026-01-08,-0.005515969009636941
2026-01-09,-0.009317032183887158
2026-01-13,0.0015712037940744938
2026-01-14,-0.012979452316248842
2026-01-15,-0.003736897835936691
2026-01-16,-0.010947666999055309
2026-01-19,0.0022731297771572175
2026-01-20,0.0005637385230738305
2026-01-21,-0.002781860579208342
2026-01-22,-0.0016727114819239618
2026-01-23,0.0021869832185713142
2026-01-26,0.0044667790330491265
2026-01-27,0.0023654657170261596
2026-01-28,-0.012475818811774685
2026-01-29,0.006443067101482066
2026-01-30,0.002287652108263729
2026-02-02,0.0023749149437151274
2026-02-03,-0.023024264444402434
2026-02-04,-0.012459680317880594
2026-02-05,-0.01708036353708477
2026-02-06,-0.010113590307304509
2026-02-09,-0.03169876095244308
2026-02-10,4.5715293148576586e-07
2026-02-12,-0.011151380654059882
2026-02-13,-0.016134064771375523
2026-02-16,-0.0009328310825255466
2026-02-17,-0.009169384958848757
2026-02-18,-0.008044677621093456
2026-02-19,-0.0043223783847093356
2026-02-20,-0.007210197069568644
2026-02-24,0.0031015316588619297
2026-02-25,-0.012087103224756715
2026-02-26,-0.0017340304763493715
2026-02-27,-0.011674330962453638
2026-03-02,-0.006727187404746477
2026-03-03,-0.0011953099280886791
2026-03-04,-0.0016929119439821104
2026-03-05,-0.00257985422755302
2026-03-06,0.0024589499178341643
2026-03-09,-0.012489474155820622
2026-03-10,-0.0009884714198666687
2026-03-11,-0.007089143966633408
2026-03-12,0.002265462125407691
2026-03-13,-0.005396706510425342
2026-03-16,-0.0074409012849242255
2026-03-17,0.007656554785703548
2026-03-18,-0.01061982264007996
2026-03-19,-0.00016494807854897054
2026-03-23,0.008893205750834415
2026-03-24,-0.0010034569001576748
2026-03-25,-0.0040554075897243705
2026-03-26,-0.01189567622981973
2026-03-27,-0.0028039395894409115
2026-03-30,-0.009616127149896934
2026-03-31,-0.009111863635061957
2026-04-01,0.0009708233347180467
2026-04-02,-0.0034328651806471945
2026-04-03,0.004316172695698268
2026-04-06,-0.013085214589089702
2026-04-07,-0.0013516054115825984
2026-04-08,0.0009215483117499222
2026-04-09,0.005673356165119936
2026-04-10,0.004529728031701972
2026-04-13,0.002492835311508396
2026-04-14,0.0004511928051542111
2026-04-15,0.0036903748242213853
2026-04-16,-0.0025783002661602713
2026-04-17,-0.0010363350340102046
2026-04-20,-0.013853514292408164
2026-04-21,0.00026327613512799365
2026-04-22,0.0033267521639415536
2026-04-23,0.0008812516772819059
2026-04-24,-0.004297875859987093
2026-04-27,0.00203749046997968
2026-04-28,-0.004681965772092953
2026-04-30,-0.006026114388149711
2026-05-01,0.00021650187119351101
2026-05-07,-0.0016474648592970146
2026-05-08,-0.012345763834027565
2026-05-11,0.009406978279689455
2026-05-12,0.01998227241134771
2026-05-13,-0.0009805294267352252
2026-05-14,-0.011058754329302796
2026-05-15,-0.0006369353223893807
2026-05-18,-0.013358083748579622
2026-05-19,-0.005125419681768599
2026-05-20,-0.0052031086529794116
2026-05-21,-0.0020369075769430143
