date,pnl,grp
2025-04-01,-0.0042288720968086165,miner
2025-04-01,-0.0038557181784131776,wire
2025-04-02,0.0043991565716546815,miner
2025-04-02,-0.00721814362019594,wire
2025-04-03,-0.005149209770400378,miner
2025-04-03,-0.0024747680297494104,wire
2025-04-04,-0.007532957844438602,miner
2025-04-04,-0.001137911149918537,wire
2025-04-07,-0.010353597973854824,miner
2025-04-07,-0.004103288783263062,wire
2025-04-08,-0.00015185845216477215,miner
2025-04-09,0.0008330042296967703,miner
2025-04-09,0.01160887330637594,wire
2025-04-10,-0.00025619144679844613,miner
2025-04-11,-0.0003604009061719416,miner
2025-04-11,-0.0053679648910740525,wire
2025-04-14,-0.010124383109831683,miner
2025-04-14,0.005673869985971709,wire
2025-04-15,0.0026515239554559967,miner
2025-04-15,-0.006469919946892726,wire
2025-04-16,-0.0011735854461560672,miner
2025-04-16,0.004559952527480395,wire
2025-04-17,-0.003944860019912011,miner
2025-04-17,0.0012853103851105355,wire
2025-04-18,-0.0052672585678237875,miner
2025-04-18,-0.003447580949751335,wire
2025-04-21,-0.005888828475694219,miner
2025-04-21,0.0011544463196985055,wire
2025-04-22,-0.005244644225903151,miner
2025-04-22,-0.00563760184328679,wire
2025-04-23,-0.0009072884593792369,miner
2025-04-23,0.0010183130980894075,wire
2025-04-24,0.0066079621100361904,miner
2025-04-24,0.010960029134188693,wire
2025-04-25,-0.0016798945247336636,miner
2025-04-25,-0.003983551595034359,wire
2025-04-28,-0.0035034282794071236,miner
2025-04-28,0.001233206223530136,wire
2025-04-30,-0.002960977641835573,miner
2025-04-30,-2.498955038107535e-05,wire
2025-05-01,-0.0013532234770086324,miner
2025-05-01,-0.0031980966327212665,wire
2025-05-02,0.006048550163562037,miner
2025-05-02,0.0012811433894770242,wire
2025-05-07,-0.006174751071824591,miner
2025-05-07,-0.006490332644053539,wire
2025-05-08,-0.004409694943626311,miner
2025-05-08,-0.006235892816941603,wire
2025-05-09,0.008317126146843108,miner
2025-05-09,0.002256143814749538,wire
2025-05-12,-0.007805037326541184,miner
2025-05-12,-0.0031297606094898584,wire
2025-05-13,0.0025931605631789954,miner
2025-05-13,0.028328746156707788,wire
2025-05-14,-0.008196256328528464,miner
2025-05-14,-0.0014336247850239448,wire
2025-05-15,0.0007046317188554763,miner
2025-05-15,-0.0025715640014236265,wire
2025-05-16,-0.0008248209074691747,miner
2025-05-16,-0.004482602727950142,wire
2025-05-19,0.00019006385490524065,miner
2025-05-19,0.003772539707526559,wire
2025-05-20,-0.008056536256053785,miner
2025-05-20,-0.012462581119745889,wire
2025-05-21,-0.011194825445709718,miner
2025-05-21,0.007574666773966588,wire
2025-05-22,-0.0026501306686704195,miner
2025-05-22,-0.0135486604249534,wire
2025-05-23,0.0008789121053271237,miner
2025-05-23,-0.006235980641039968,wire
2025-05-26,0.00289993998396236,miner
2025-05-26,-0.000612242421006705,wire
2025-05-27,-0.0009075657039727067,miner
2025-05-27,0.010226251367703958,wire
2025-05-28,0.00020935963311826409,miner
2025-05-28,0.001611588599105659,wire
2025-05-29,0.0031252307207861327,miner
2025-05-29,0.009189826388762158,wire
2025-05-30,-0.001626900695129861,miner
2025-05-30,-0.001100482321579522,wire
2025-06-02,-0.003758272411788659,miner
2025-06-02,0.005914613119016478,wire
2025-06-03,-0.006531352251166885,miner
2025-06-03,-0.006108933996507974,wire
2025-06-04,-0.003006123026461943,miner
2025-06-04,-0.004969024627594299,wire
2025-06-05,0.0037810613620157807,miner
2025-06-05,-0.012230821206325257,wire
2025-06-06,0.0009542183430831415,miner
2025-06-06,0.002815350453240658,wire
2025-06-09,0.00031315459442975754,miner
2025-06-09,0.0009920302050260461,wire
2025-06-10,-0.012075511678207944,miner
2025-06-10,-0.0013215842951958085,wire
2025-06-11,-0.0011865183899111096,miner
2025-06-11,-0.003604637073767765,wire
2025-06-12,0.001342616404690479,miner
2025-06-12,-0.00650615012540375,wire
2025-06-13,-0.003901161615686714,miner
2025-06-13,-0.004790258270380508,wire
2025-06-16,0.017304941777132744,miner
2025-06-16,-0.008463953203341784,wire
2025-06-17,-0.012512859556431319,miner
2025-06-17,-0.005651699699386016,wire
2025-06-18,0.006341359172070604,miner
2025-06-18,-0.0011006145858922243,wire
2025-06-19,-0.005995283824055922,miner
2025-06-19,-0.001099221598644693,wire
2025-06-20,-0.00025844684650969726,miner
2025-06-20,0.003451300128098361,wire
2025-06-23,-0.00574835197961511,miner
2025-06-23,0.00451985143060357,wire
2025-06-24,-0.014737405982843146,miner
2025-06-24,-0.009193628194503761,wire
2025-06-25,0.002719860103983278,miner
2025-06-25,0.0039652385008951225,wire
