N,mean_%/d,std_%/d,Sharpe,Winrate_%,PF,Cum_%,MaxDD_%,cost_bps
277,-0.09403203604410307,0.5902477647199602,-2.493587033403807,48.014440433213,0.6464849469298952,-26.046873984216546,-29.695127528146347,0
277,-0.19367102521377816,0.5902655982645993,-5.135706794472005,37.545126353790614,0.39932104108508776,-53.64687398421655,-54.22963952798594,5
277,-0.2933100143834533,0.5903138991370848,-7.777265487414439,31.046931407942242,0.24358000515076306,-81.24687398421653,-81.32963952798593,10
277,-0.39294900355312834,0.5903926598596887,-10.417854427443174,22.382671480144403,0.14727660323697458,-108.84687398421653,-108.75110349797762,15
277,-0.4925879927228034,0.5905018682442715,-13.05706564370945,18.050541516245488,0.08757854954608799,-136.44687398421652,-136.25110349797762,20
