timestamp,open,high,low,close,volume
2026-03-16 00:00:00,38420.0,38540.0,38320.0,38390.0,192800.0
2026-03-16 00:01:00,38410.0,38530.0,38400.0,38480.0,20700.0
2026-03-16 00:02:00,38490.0,38540.0,38360.0,38400.0,34900.0
2026-03-16 00:03:00,38420.0,38430.0,38260.0,38320.0,22800.0
2026-03-16 00:04:00,38330.0,38380.0,38300.0,38350.0,16800.0
2026-03-16 00:05:00,38360.0,38370.0,38210.0,38250.0,21300.0
2026-03-16 00:06:00,38240.0,38290.0,38190.0,38230.0,16400.0
2026-03-16 00:07:00,38210.0,38250.0,38190.0,38230.0,11100.0
2026-03-16 00:08:00,38240.0,38330.0,38200.0,38240.0,29400.0
2026-03-16 00:09:00,38230.0,38250.0,38120.0,38170.0,14400.0
2026-03-16 00:10:00,38180.0,38230.0,38150.0,38160.0,13000.0
2026-03-16 00:11:00,38150.0,38190.0,38110.0,38120.0,13200.0
2026-03-16 00:12:00,38130.0,38180.0,38110.0,38180.0,13700.0
2026-03-16 00:13:00,38170.0,38260.0,38150.0,38180.0,18400.0
2026-03-16 00:14:00,38190.0,38220.0,38130.0,38160.0,10000.0
2026-03-16 00:15:00,38170.0,38180.0,38070.0,38110.0,18400.0
2026-03-16 00:16:00,38110.0,38270.0,38110.0,38240.0,20900.0
2026-03-16 00:17:00,38250.0,38270.0,38210.0,38250.0,11000.0
2026-03-16 00:18:00,38250.0,38250.0,38210.0,38210.0,4700.0
2026-03-16 00:19:00,38200.0,38220.0,38150.0,38150.0,11300.0
2026-03-16 00:20:00,38150.0,38150.0,38050.0,38070.0,12700.0
2026-03-16 00:21:00,38070.0,38070.0,38030.0,38040.0,9800.0
2026-03-16 00:22:00,38040.0,38060.0,38020.0,38030.0,10300.0
2026-03-16 00:23:00,38040.0,38040.0,38000.0,38020.0,15000.0
2026-03-16 00:24:00,38020.0,38050.0,38010.0,38040.0,6700.0
2026-03-16 00:25:00,38040.0,38040.0,37950.0,37970.0,42200.0
2026-03-16 00:26:00,37980.0,38000.0,37950.0,37950.0,12400.0
2026-03-16 00:27:00,37950.0,37950.0,37840.0,37890.0,42000.0
2026-03-16 00:28:00,37880.0,37950.0,37880.0,37920.0,13300.0
2026-03-16 00:29:00,37910.0,37970.0,37910.0,37930.0,7300.0
2026-03-16 00:30:00,37940.0,37960.0,37870.0,37910.0,14800.0
2026-03-16 00:31:00,37910.0,37910.0,37860.0,37870.0,10000.0
2026-03-16 00:32:00,37870.0,37890.0,37840.0,37840.0,11900.0
2026-03-16 00:33:00,37830.0,38010.0,37830.0,38010.0,14000.0
2026-03-16 00:34:00,38010.0,38100.0,38000.0,38090.0,14200.0
2026-03-16 00:35:00,38100.0,38120.0,38090.0,38110.0,9300.0
2026-03-16 00:36:00,38120.0,38140.0,38050.0,38060.0,13600.0
2026-03-16 00:37:00,38070.0,38190.0,38050.0,38170.0,25500.0
2026-03-16 00:38:00,38190.0,38220.0,38170.0,38220.0,9900.0
2026-03-16 00:39:00,38210.0,38250.0,38210.0,38230.0,11300.0
2026-03-16 00:40:00,38220.0,38220.0,38160.0,38200.0,11100.0
2026-03-16 00:41:00,38200.0,38250.0,38180.0,38230.0,10500.0
2026-03-16 00:42:00,38250.0,38250.0,38210.0,38210.0,10400.0
2026-03-16 00:43:00,38210.0,38220.0,38190.0,38210.0,7700.0
2026-03-16 00:44:00,38200.0,38200.0,38170.0,38170.0,5700.0
2026-03-16 00:45:00,38180.0,38220.0,38180.0,38210.0,7200.0
2026-03-16 00:46:00,38210.0,38230.0,38200.0,38230.0,6400.0
2026-03-16 00:47:00,38220.0,38230.0,38140.0,38160.0,7500.0
2026-03-16 00:48:00,38150.0,38220.0,38150.0,38210.0,7100.0
2026-03-16 00:49:00,38220.0,38240.0,38210.0,38240.0,7400.0
2026-03-16 00:50:00,38240.0,38250.0,38210.0,38250.0,13700.0
2026-03-16 00:51:00,38260.0,38340.0,38250.0,38290.0,13200.0
2026-03-16 00:52:00,38270.0,38270.0,38170.0,38170.0,8800.0
2026-03-16 00:53:00,38180.0,38200.0,38130.0,38170.0,6600.0
2026-03-16 00:54:00,38170.0,38230.0,38170.0,38220.0,4100.0
2026-03-16 00:55:00,38210.0,38230.0,38190.0,38190.0,2600.0
2026-03-16 00:56:00,38210.0,38240.0,38200.0,38220.0,5900.0
2026-03-16 00:57:00,38220.0,38240.0,38210.0,38210.0,6000.0
2026-03-16 00:58:00,38220.0,38240.0,38220.0,38230.0,3800.0
2026-03-16 00:59:00,38240.0,38250.0,38190.0,38200.0,5300.0
2026-03-16 01:00:00,38200.0,38250.0,38200.0,38210.0,6900.0
2026-03-16 01:01:00,38210.0,38210.0,38160.0,38210.0,4500.0
2026-03-16 01:02:00,38210.0,38250.0,38190.0,38230.0,6000.0
2026-03-16 01:03:00,38240.0,38250.0,38210.0,38240.0,4100.0
2026-03-16 01:04:00,38230.0,38230.0,38210.0,38220.0,3600.0
2026-03-16 01:05:00,38230.0,38300.0,38210.0,38290.0,16000.0
2026-03-16 01:06:00,38300.0,38300.0,38250.0,38250.0,4500.0
2026-03-16 01:07:00,38240.0,38280.0,38240.0,38270.0,3900.0
2026-03-16 01:08:00,38250.0,38270.0,38250.0,38250.0,3700.0
2026-03-16 01:09:00,38260.0,38260.0,38240.0,38240.0,3000.0
2026-03-16 01:10:00,38240.0,38240.0,38190.0,38190.0,6500.0
2026-03-16 01:11:00,38200.0,38250.0,38200.0,38250.0,8900.0
2026-03-16 01:12:00,38250.0,38290.0,38230.0,38280.0,16500.0
