timestamp,open,high,low,close,volume
2026-03-16 00:00:00,3618.19,3619.47,3615.76,3617.32,267948100
2026-03-16 00:01:00,3617.54,3625.76,3617.54,3622.39,24643200
2026-03-16 00:02:00,3622.81,3625.1,3619.93,3625.1,18261200
2026-03-16 00:03:00,3625.37,3627.96,3623.04,3624.6,24471800
2026-03-16 00:04:00,3624.7,3625.58,3621.93,3623.26,14737800
2026-03-16 00:05:00,3622.47,3626.57,3622.47,3626.57,14888300
2026-03-16 00:06:00,3626.82,3628.04,3623.35,3623.56,16857300
2026-03-16 00:07:00,3623.84,3628.18,3623.84,3627.99,11749000
2026-03-16 00:08:00,3628.26,3629.42,3622.34,3623.2,21230100
2026-03-16 00:09:00,3623.24,3628.79,3623.11,3628.47,17011700
2026-03-16 00:10:00,3628.53,3629.6,3627.77,3628.34,11064900
2026-03-16 00:11:00,3628.36,3629.72,3626.89,3627.51,8058600
2026-03-16 00:12:00,3627.83,3630.69,3627.83,3630.28,13509200
2026-03-16 00:13:00,3630.02,3632.24,3629.0,3632.02,8253500
2026-03-16 00:14:00,3631.24,3631.27,3627.77,3627.77,11663400
2026-03-16 00:15:00,3627.79,3629.72,3626.12,3629.53,14549300
2026-03-16 00:16:00,3629.61,3637.82,3629.61,3637.82,10360300
2026-03-16 00:17:00,3637.82,3638.66,3635.6,3638.61,10820100
2026-03-16 00:18:00,3638.36,3638.92,3635.46,3635.46,8436200
2026-03-16 00:19:00,3635.42,3635.42,3633.52,3634.83,7747200
2026-03-16 00:20:00,3634.84,3634.84,3630.97,3631.2,9057600
2026-03-16 00:21:00,3631.01,3631.71,3630.02,3631.3,7689800
2026-03-16 00:22:00,3631.26,3634.16,3631.0,3633.36,7146000
2026-03-16 00:23:00,3633.16,3633.27,3629.3,3629.3,8234800
2026-03-16 00:24:00,3629.1,3629.4,3627.17,3627.7,8840700
2026-03-16 00:25:00,3627.65,3627.83,3624.62,3624.62,7368700
2026-03-16 00:26:00,3624.52,3626.72,3624.48,3625.23,7878800
2026-03-16 00:27:00,3624.89,3624.89,3622.4,3624.31,8496000
2026-03-16 00:28:00,3624.16,3624.22,3621.16,3621.57,6161500
2026-03-16 00:29:00,3621.61,3623.06,3621.07,3621.53,6580200
2026-03-16 00:30:00,3621.54,3622.68,3618.24,3618.24,9107700
2026-03-16 00:31:00,3618.1,3618.88,3616.86,3618.79,8895400
2026-03-16 00:32:00,3618.76,3618.76,3615.61,3615.74,5455300
2026-03-16 00:33:00,3615.64,3618.79,3615.64,3618.19,6915300
2026-03-16 00:34:00,3618.21,3620.98,3617.22,3620.95,6311000
2026-03-16 00:35:00,3620.86,3623.28,3620.81,3623.28,4978800
2026-03-16 00:36:00,3623.29,3624.03,3622.79,3624.0,4040300
2026-03-16 00:37:00,3623.91,3625.47,3622.04,3625.24,5661400
2026-03-16 00:38:00,3625.2,3627.59,3625.13,3627.59,6658000
2026-03-16 00:39:00,3627.36,3628.05,3627.27,3627.89,5673000
2026-03-16 00:40:00,3627.91,3628.25,3626.31,3626.4,5845300
2026-03-16 00:41:00,3626.35,3626.88,3625.2,3626.88,4472300
2026-03-16 00:42:00,3626.85,3628.83,3626.64,3628.78,5311700
2026-03-16 00:43:00,3628.77,3628.79,3625.5,3625.5,5054100
2026-03-16 00:44:00,3625.5,3626.84,3625.5,3626.54,4109500
2026-03-16 00:45:00,3626.24,3627.98,3626.24,3626.48,6967900
2026-03-16 00:46:00,3626.38,3626.49,3625.57,3625.8,4172800
2026-03-16 00:47:00,3625.89,3626.29,3624.52,3624.61,4954600
2026-03-16 00:48:00,3624.58,3627.15,3624.37,3626.68,4542800
2026-03-16 00:49:00,3626.64,3627.15,3626.03,3626.8,6039000
2026-03-16 00:50:00,3626.79,3627.04,3626.01,3627.04,3823100
2026-03-16 00:51:00,3627.09,3627.84,3627.09,3627.79,4263200
2026-03-16 00:52:00,3627.82,3627.82,3623.52,3623.52,3827600
2026-03-16 00:53:00,3623.54,3624.69,3622.74,3622.81,4597700
2026-03-16 00:54:00,3622.71,3623.48,3621.78,3622.92,4557500
2026-03-16 00:55:00,3622.93,3623.56,3620.3,3620.32,5336000
2026-03-16 00:56:00,3620.35,3621.78,3620.28,3621.27,4446300
2026-03-16 00:57:00,3621.21,3623.3,3620.84,3623.15,7046900
2026-03-16 00:58:00,3623.15,3623.3,3621.5,3623.01,4438900
2026-03-16 00:59:00,3623.06,3624.01,3622.65,3622.76,3280500
2026-03-16 01:00:00,3623.21,3626.29,3623.21,3625.49,5661900
2026-03-16 01:01:00,3625.48,3625.65,3623.72,3625.61,7644900
2026-03-16 01:02:00,3625.68,3626.01,3622.44,3623.2,6906300
2026-03-16 01:03:00,3623.22,3623.53,3622.69,3622.96,6729500
2026-03-16 01:04:00,3622.91,3622.91,3619.55,3619.91,6590300
2026-03-16 01:05:00,3619.85,3622.68,3619.85,3622.51,9346600
2026-03-16 01:06:00,3622.6,3624.86,3622.6,3624.56,4894400
2026-03-16 01:07:00,3624.61,3624.61,3623.32,3624.05,5052400
2026-03-16 01:08:00,3623.99,3624.2,3623.25,3624.17,7670200
2026-03-16 01:09:00,3624.15,3624.71,3621.3,3621.33,7656800
2026-03-16 01:10:00,3621.38,3622.25,3620.18,3620.18,4756300
2026-03-16 01:11:00,3620.24,3621.9,3620.24,3621.77,6991400
2026-03-16 01:12:00,3621.85,3622.38,3620.5,3620.59,5756300
2026-03-16 01:13:00,3620.56,3620.69,3618.38,3618.38,7423300
2026-03-16 01:14:00,3618.35,3619.37,3618.24,3618.67,6984400
2026-03-16 01:15:00,3618.66,3620.2,3618.09,3619.66,5423100
2026-03-16 01:16:00,3619.68,3619.71,3617.98,3619.3,3940200
2026-03-16 01:17:00,3619.4,3619.58,3616.2,3616.2,6173600
2026-03-16 01:18:00,3616.26,3617.77,3616.23,3617.59,3314600
2026-03-16 01:19:00,3617.54,3618.13,3617.07,3617.26,3061000
2026-03-16 01:20:00,3617.3,3618.89,3617.12,3617.99,3354500
2026-03-16 01:21:00,3617.83,3617.83,3616.71,3617.51,3923600
2026-03-16 01:22:00,3617.51,3618.4,3617.49,3617.49,4671200
2026-03-16 01:23:00,3617.49,3617.49,3615.11,3615.22,4419800
2026-03-16 01:24:00,3615.26,3615.29,3613.95,3614.46,5678600
2026-03-16 01:25:00,3614.48,3614.69,3612.78,3612.78,6018400
2026-03-16 01:26:00,3612.65,3612.65,3610.36,3610.4,7565400
2026-03-16 01:27:00,3610.36,3610.61,3607.23,3607.23,7071800
2026-03-16 01:28:00,3607.12,3607.28,3605.63,3605.63,5212500
2026-03-16 01:29:00,3605.63,3605.82,3604.46,3604.61,4700500
2026-03-16 01:30:00,3604.64,3605.25,3600.21,3600.21,9864900
2026-03-16 01:31:00,3600.18,3600.35,3598.1,3599.0,6812500
2026-03-16 01:32:00,3598.99,3598.99,3593.81,3593.82,8626300
2026-03-16 01:33:00,3593.79,3593.79,3591.24,3592.5,9499800
2026-03-16 01:34:00,3592.58,3597.85,3592.58,3597.85,6298800
2026-03-16 01:35:00,3597.92,3603.35,3597.92,3603.21,7012500
2026-03-16 01:36:00,3603.22,3605.42,3603.01,3604.89,5829800
2026-03-16 01:37:00,3604.9,3605.28,3603.09,3605.28,6380400
2026-03-16 01:38:00,3605.27,3605.98,3603.18,3604.04,3710200
2026-03-16 01:39:00,3604.14,3604.98,3603.36,3603.66,3980000
2026-03-16 01:40:00,3603.72,3605.46,3603.48,3604.34,4578300
2026-03-16 01:41:00,3604.84,3604.9,3601.11,3604.41,5283600
