hypothesis,scale,horizon,N,gross,net,wr,t_stat,pf,sharpe
H8b_vol≥1.5x×陰線,TOPIX500,20,12982,2.4772252711576055,2.3772252711576054,57.695270374364505,28.208458792263926,1.979468458506738,0.8433321660027361
H9a_MA25 -5〜0%,TOPIX500,20,85515,1.2776745987735316,1.1776745987735313,54.87575279190785,44.2497039141098,1.4820588480906325,0.49508473823026466
H9b_MA25 -10〜-5%,TOPIX500,20,23332,2.1707767707436254,2.070776770743625,57.967598148465626,33.97386397064919,1.8152524752110137,0.7531341683703553
H10_vol≥2.0x×大陽線,TOPIX500,20,4962,2.16957069858077,2.06957069858077,56.38855300282144,13.697170206347945,1.726456560342846,0.6584066447665101
H11_52高値-30%超下,TOPIX500,20,25179,2.17970326906051,2.0797032690605097,57.23420310576274,30.75148969250414,1.6777289582128956,0.6563510611245509
H12_20日高値×vol≥1.5x,TOPIX500,20,8391,1.8965447203655996,1.7965447203655995,55.058991776903824,15.435651689597954,1.6068071029117112,0.5666022914550372
H1a_MA25<-15%,Core30,5,202,3.9578874799285315,3.8578874799285323,73.26732673267327,6.716233807184386,3.265980208070447,3.2700282411706962
H1b_MA25<-10%,Core30,5,560,2.20728831882717,2.1072883188271696,63.74999999999999,7.233144783096113,2.186237181953618,2.0716353246371146
H1c_MA25 -10〜-5%,Core30,5,1426,0.8176937997611646,0.7176937997611647,57.57363253856943,5.526243772582168,1.4356646104113084,0.9118723216351399
H2a_20d下落<-20%,Core30,5,218,3.733090732949243,3.6330907329492432,76.14678899082568,7.398732180174873,3.793765567557529,3.4621990022849896
