ym,エネルギー資源,不動産,医薬品,商社・卸売,小売,建設・資材,情報通信・サービスその他,機械,素材・化学,自動車・輸送機,運輸・物流,金融（除く銀行）,鉄鋼・非鉄,銀行,電機・精密,電気・ガス,食品
2016-06,-0.11585890761477764,-0.09751189382613165,-0.05876706724605074,-0.0851759564128319,-0.031259498760115474,-0.09381236145985081,-0.0806364896229497,-0.12642456979542635,-0.09807498887774324,-0.1653695754066033,-0.06343554192958092,-0.15024606732915596,-0.124000530885338,-0.13377395236531403,-0.11824336788249905,-0.07078618581934215,-0.01525616914972606
2016-07,-0.02574456282385227,0.028863572638457978,-0.015678790345250458,0.036427697453888325,0.027857608568967473,0.1276275457288605,0.024786885319942657,0.10760574183697236,0.08950666876503174,0.11022230282489562,0.02354610848535978,0.07446273546985044,0.1277828826503993,0.12479689128862531,0.08591275137170906,0.03124631941622047,0.018490610279622673
2016-08,0.009721252723003015,-0.0893250570120606,-0.09440360171396457,-0.021939393215827403,-0.06815317541571864,-0.020992718133343354,0.014308646240086948,0.058733330685711606,0.024103729989552704,0.04362176806575965,-0.04404788677866726,0.04247458723077307,0.0856397431285451,0.05278990169991181,0.04311278817233559,0.017409354331142473,-0.08872788045499153
2016-09,0.06192542038199789,0.029895519507810792,0.08032210888878473,0.06964558531866556,0.06420576306707114,0.018062318169444896,0.08038699733878021,0.03902621917840737,0.01326237998875101,0.008968697299077299,0.014542136614140607,-0.009998506356592116,0.0015390183798190836,-0.039134735030380036,0.01163978204896924,0.01809840275655688,0.08514954757026807
2016-10,0.08907423795536344,0.056663593558851894,-0.026495441464775348,0.05842423706926777,0.06862949260970941,0.10114440070753561,0.05514628244799393,0.07720364841106378,0.08559086238845436,0.10343411308496461,0.038819573257221865,0.08678769870203479,0.06453358007045015,0.10063824413571486,0.09272273037739068,0.01790549121738229,0.03281293801498528
2016-11,0.07809348762792198,0.07577012317453725,0.0034241697907038036,0.053558259101256785,0.014775970188527054,0.08134715950289371,0.013330377798601486,0.0832030998787657,0.05275147337911797,0.10084484721043166,0.07660456380422723,0.12892661890988985,0.11469117136978857,0.08018946363401451,0.07783127425268047,0.09495902826931836,-0.01863931922613209
2016-12,0.09152910313657267,0.023010973561331124,0.033612890804309445,0.04591780610478535,0.026954158555089782,0.03219004580042755,0.044491761808025505,0.049143148926313114,0.03994540345870471,0.05601403988575802,0.03162849102105022,0.04754915824745068,0.018572695357070013,0.06774152073970105,0.06518247677143654,0.07214964720215533,0.04969382893231216
2017-01,0.0742168999221677,0.007693440892886501,-0.029751100480785442,0.01874120721916481,0.005517857260290949,0.02202729019676448,0.06947930319006233,0.0652059291303227,0.04680851047471419,-0.02364615900296048,-0.006495058506157121,0.0022166148525619663,0.06612390024685592,-0.01445034198189248,0.0433482455928562,-0.06043572596952232,-0.00108328666893459
2017-02,0.005390104204300639,0.03440036668147125,0.08479494759630367,0.037124332643370145,0.033271396612144774,0.04820192896134732,0.047206268023532554,0.04615160829466733,0.03840821341452228,0.04974577490167859,0.016589327092147034,0.023540469341220616,0.034075316437165916,0.023098805023393572,0.04397788572483685,0.0019664774077295826,0.03214636651951131
2017-03,0.007333946415512309,-0.01666107642634127,-0.005631704060248422,0.002053072208747184,-0.00457330025456372,0.02192459682729023,0.02627011296841935,0.006142683128436392,0.01309799812945701,-0.008529591527882867,-0.034826859652424116,-0.05470615312881609,-0.033035196976106386,-0.0710195872329137,0.02823440200169101,0.009321194822183508,0.014985982932228326
2017-04,-0.05243296304341327,0.019106408124318637,0.006226646822961555,0.0332644122021832,0.01975392528678759,0.01908323381524488,0.013348873853193907,0.014531398745663447,0.01974403907660628,-7.78982945572831e-05,0.025253204662658273,-0.002160933512638817,-0.017500140317250605,0.006258561261898849,0.000903553406042551,-0.004631854524357483,0.017907133969660604
2017-05,-0.01132410232275377,0.07765648680617467,0.03646006351316161,0.08228998381519899,0.06329755079173227,0.057522267399827104,0.12135752426516291,0.05387717032754701,0.03853611542081399,-0.01610748447064635,0.03635891949158086,0.0056722607012417055,0.009084084250667868,-0.040101824775420646,0.058980109307325376,0.06460925419745356,0.07398210269438305
2017-06,0.05238068160341791,0.02776850438457762,0.06640317100464523,0.06687568672560845,0.04845719214851694,0.02618963838009653,0.07070356571510528,0.03794505521146817,0.0530327725369169,0.04210317561658894,0.03429110613629557,0.10271102868691005,0.04554984924575504,0.06763323107479821,0.045864062806966324,-0.03280951755054447,-0.008500574924121129
2017-07,-0.01796109384311534,0.06137513583722269,-0.010708854064770693,0.03036081716533148,0.013784996883874993,0.027903852976815486,0.015969536590489723,0.0378262142898429,0.05403088361288001,0.028891335534391594,0.017574330333783438,-0.0034637327512482908,0.07528895206190929,-0.022657191540667934,0.05120231527931093,-0.009490382298192712,0.006491212724186767
2017-08,0.05710788582850296,0.018951198833065168,-0.011158682736618126,0.0831361291244219,0.03601516164165273,0.02948178413262665,0.03275673225435842,0.04163358539827656,0.07236984344371883,0.026443421197639188,0.011856702298717828,-0.005762982969058788,0.029663554318485087,-0.04455473546325355,0.03543827343372337,0.026415460363148697,0.01468213711205695
2017-09,0.12898261063508784,0.06700870920057073,0.018812911447906793,0.038944439888940294,0.03137837132802721,0.06705256944170371,0.014723966444973568,0.10514988146761042,0.05708324130610324,0.09060884393236578,0.028274784274196108,0.03965851892567857,0.0032509923909258115,0.059939941265336,0.08070764277233353,-0.024876587567090866,0.006498970486771863
2017-10,0.061416477055036944,0.04618687308316354,0.07283659172977168,0.05939352148550543,0.04051130596856457,0.07445405825393056,0.05870943179175588,0.07357683677388233,0.05326476160894607,0.05344548191271213,0.060439090329528274,0.04410695959030103,0.10142161628794054,0.041821786990673876,0.07311872865679085,0.041909163278254676,0.04429920893478812
2017-11,0.052439519116694186,0.04695546252157477,0.05967114134354075,0.04573247619317914,0.07182395979309034,0.03968182180565689,0.046491018548520176,0.03984410671298969,0.021912224565574887,-0.014266743725720166,0.03517386551734414,0.009379593152669076,-0.02070366078006127,-0.0425020206623741,0.039846260806241554,-0.00031654210162405477,0.04289126989958537
2017-12,0.11685052839111042,0.07988011641700764,0.021569804328529913,0.06692422256166973,0.023949060594535252,0.06407077507169892,0.04974463814090073,0.054471275310939225,0.030190534540027403,0.016070665489697634,0.0344672660438824,0.023976394573079186,0.049065655946643055,0.03878056575704522,0.027694668528740297,-0.04159345427575195,0.042879722903386486
2018-01,0.0022073218954154206,0.11302231253368404,0.08736270605028364,0.05229902439268222,0.001216357316308789,0.02390679328048925,0.055391556311132045,0.07425023433812593,0.02343430484006977,0.0012914131695827642,0.020441772970059172,0.06365291205224616,0.051164063419639624,-0.00897542619043624,0.07553198692625046,0.005998867464485833,0.012069110158050825
2018-02,-0.07604411038277718,-0.019240421412905783,-0.015897317188108075,-0.014128582178593627,-0.017712192978610937,-0.03145455321260286,-0.0002207244882246742,-0.041557523185769135,-0.03214025683868912,-0.056922454656005476,-0.0559276654724736,-0.04699575696590032,-0.06412972539276039,-0.05062765315512727,-0.025625340261479425,0.0036299396782051687,-0.04337201833958221
2018-03,-0.04983035820949164,0.026545234920343094,0.03926882754791442,-0.03030559631129465,0.0172922104136209,-0.04183699293191412,0.023299507124190644,-0.07911477949856054,-0.02988246615302015,-0.06127201664323777,-0.02124718898222085,-0.026782595513977877,-0.06827427051889545,-0.048530583328938844,-0.034452383331932436,0.04813956455081218,0.0008721333513117991
2018-04,0.08349935838814483,0.048147655031356575,-0.037329120474438746,0.017762085722215232,0.025483432854998496,0.04323458492926139,-0.01914381113461461,0.005563145347369317,0.03264078537107269,0.05093404263389248,0.0569041466213754,0.059733990064114416,0.05588539230628039,0.05521335113682164,0.02118111319816926,0.09300551862235065,0.04448736289086413
2018-05,-0.0766385532819614,0.018112465784648937,-0.04823988878473547,0.007791751692962558,0.015172751053110263,-0.03246765095115964,0.06465853254228401,-0.028258948084222222,0.0036255133293625307,-0.04924588872989334,-0.0016128618824572869,0.009089923376240447,-0.05659940573088243,-0.06229445305447722,-0.01328982088097217,0.014751799812554188,-0.0056354403031089115
2018-06,0.01597096602828378,-0.02661953459869575,-0.02465883952505825,-0.003970728790449656,0.0026637328430002237,0.0061056241627839725,0.010421167611965437,-0.04397231674718188,-0.013998213304828677,-0.006650885797187825,0.0001343467961605136,-0.023952563127130896,-0.008121550870588428,-0.028111999571081365,-0.03621966418572746,0.01978454754001374,0.009268189561223593
2018-07,0.06776481590479899,-0.023317520336584872,-0.02734399028713619,0.0040943089314840735,-0.025899956271879156,0.0059169324436600555,-0.010242298744245367,0.016952907224644428,0.0092653178710825,0.03564446852800683,0.013420067744979895,-0.0073365046190032495,0.03410869907826442,0.047107583047516464,0.00912707735059787,0.036668542694575645,-0.049215326364500725
2018-08,-0.002481301374743694,-0.0022837327463341044,0.08352379983442432,0.003001550722765408,-0.008276373161099028,-0.02120397893911206,0.03180921834037474,0.012732108011650136,-0.00637543092799302,-0.03530456212995137,-0.012336613986786305,0.011055224214099471,-0.007850112794116678,-0.05419495666722728,0.01234584386113277,-0.03595232322160511,-0.059090032652028446
2018-09,0.11528355183756674,-0.0315519605102373,0.05677194064383638,0.069811425712135,0.058619032800098246,0.055310871247065414,0.05870817773898034,0.017039941916089006,0.032422065280933235,0.05334505270743718,0.07056330805465182,0.06171799325025648,0.05404733139849077,0.02467233759427707,-0.009398701956185501,0.05894188568566827,0.06513766331637282
