strat,avg_Sharpe,median_Sharpe,n_winners,n_total,avg_Cum,avg_PF
S4_MA25_75,3.44,3.12,7,7,240.17142857142858,4.01
S1_RSI_long,3.108571428571429,3.63,7,7,33.51428571428571,1.772857142857143
S3_MACD_long,1.1500000000000001,0.9,6,7,103.34285714285714,1.4371428571428573
S5_BB_long,1.1300000000000001,1.81,5,7,20.25714285714286,1.2657142857142856
S2_RSI_short,-3.8628571428571425,-4.55,1,7,-123.92857142857143,0.4828571428571428
