code,entry_date,exit_date,entry,exit,hold_days,ret_pct,pnl
58010,2016-06-27,2016-07-08,233.0,249.0,11,6.64144428990071,0.06481444289900709
58010,2017-12-15,2018-01-05,5380.0,5870.0,21,8.716625966631204,0.08556625966631204
58010,2018-02-07,2018-02-22,6060.0,5840.0,15,-3.697900324108739,-0.03857900324108739
58010,2018-04-10,2018-04-25,4890.0,5340.0,15,8.803334948532274,0.08643334948532273
58010,2018-05-25,2018-07-26,4490.0,3970.0,62,-12.308660705506394,-0.12468660705506394
58010,2018-10-22,2018-11-20,3055.0,3200.0,29,4.637121718212229,0.04477121718212229
58010,2018-12-12,2019-01-09,2806.0,2925.0,28,4.153449900355058,0.03993449900355058
58010,2019-03-29,2019-04-08,2767.0,3060.0,10,10.065121515950064,0.09905121515950063
58010,2019-05-10,2019-05-30,2654.0,2823.0,20,6.173221336133648,0.06013221336133648
58010,2019-08-05,2019-09-11,2508.0,2530.0,37,0.8733679968754632,0.007133679968754632
58010,2020-01-29,2020-04-28,2653.0,1999.0,90,-28.30440196373396,-0.2846440196373396
58010,2021-06-22,2021-07-15,2768.0,2819.0,23,1.8257174376552432,0.016657174376552432
58010,2021-08-16,2021-09-15,2514.0,2460.0,30,-2.171376022378425,-0.023313760223784247
58010,2021-12-01,2022-01-04,2272.0,2363.0,34,3.9271497345865907,0.03767149734586591
58010,2022-03-10,2022-03-23,2098.0,2283.0,13,8.450585757355299,0.08290585757355298
58010,2023-08-22,2023-08-29,2320.5,2491.0,7,7.090155658094988,0.06930155658094987
58010,2023-10-04,2023-11-07,2273.0,2343.5,34,3.0544993510217524,0.028944993510217523
58010,2023-12-19,2024-01-10,2173.5,2288.0,22,5.133930207084174,0.04973930207084174
58010,2024-08-06,2024-08-19,3149.0,3755.0,13,17.60033430972105,0.1744033430972105
58010,2025-04-01,2025-05-09,4967.0,4810.0,38,-3.21189520075437,-0.0337189520075437
