code,entry_date,exit_date,entry,exit,hold_days,ret_pct,pnl
58010,2016-05-12,2016-05-13,261.0,258.0,1,-1.1560822401075972,-0.013160822401075972
58010,2016-05-19,2016-06-02,270.0,261.0,14,-3.390155167568134,-0.035501551675681337
58010,2016-07-06,2016-08-08,240.0,262.0,33,8.770558041910546,0.08610558041910545
58010,2016-08-31,2016-09-05,268.0,259.0,5,-3.4158918811318975,-0.03575891881131897
58010,2016-09-07,2016-09-08,260.0,258.0,1,-0.7722046093910278,-0.009322046093910278
58010,2016-09-23,2016-10-20,262.0,2949.0,27,242.08769050541795,2.4192769050541796
58010,2017-01-16,2017-02-21,3545.0,4110.0,36,14.788486852405239,0.1462848685240524
58010,2017-03-06,2017-03-09,4310.0,4230.0,3,-1.8735911057469818,-0.02033591105746982
58010,2017-04-07,2017-04-20,4200.0,4125.0,13,-1.8018505502678366,-0.019618505502678366
58010,2017-04-25,2017-05-19,4200.0,4450.0,24,5.781957088882623,0.05621957088882624
58010,2017-05-26,2017-06-15,4870.0,5040.0,20,3.431214498877884,0.03271214498877884
58010,2017-07-19,2017-07-31,5170.0,4960.0,12,-4.146694778350167,-0.04306694778350166
58010,2017-08-04,2017-08-23,5780.0,6000.0,19,3.735578654376882,0.03575578654376882
58010,2017-09-15,2017-09-27,6260.0,6020.0,12,-3.9092925791277544,-0.04069292579127754
58010,2017-10-04,2017-10-20,6370.0,6400.0,16,0.4698520781554114,0.0030985207815541144
58010,2017-10-30,2017-11-07,6900.0,6110.0,8,-12.159463841970979,-0.12319463841970979
58010,2017-12-01,2017-12-07,5940.0,5660.0,6,-4.8285241159462,-0.049885241159461996
58010,2017-12-22,2018-01-31,5680.0,6030.0,40,5.979577800603417,0.05819577800603418
58010,2018-02-22,2018-03-06,5840.0,5670.0,12,-2.9541679100474934,-0.031141679100474936
58010,2018-03-12,2018-03-27,5950.0,5690.0,15,-4.468097141929879,-0.04628097141929879
58010,2018-04-20,2018-05-14,5180.0,4790.0,24,-7.827464484856778,-0.07987464484856778
58010,2018-06-14,2018-08-16,4085.0,3480.0,63,-16.028943452558327,-0.16188943452558324
58010,2018-08-29,2018-09-13,3630.0,3505.0,15,-3.5042127790205955,-0.03664212779020595
58010,2018-09-19,2018-10-09,3760.0,3600.0,20,-4.348511193973878,-0.04508511193973878
58010,2018-11-05,2018-12-07,3095.0,3035.0,32,-1.9576481625097828,-0.021176481625097828
58010,2019-01-08,2019-03-01,2806.0,3425.0,52,19.934149003391934,0.19774149003391933
58010,2019-04-03,2019-04-26,2970.0,2925.0,23,-1.526747213078842,-0.01686747213078842
58010,2019-05-21,2019-07-11,2799.0,3175.0,51,12.604542181133851,0.12444542181133851
58010,2019-08-27,2019-11-14,2311.0,3090.0,79,29.049075961741046,0.28889075961741045
58010,2020-01-21,2020-01-29,2762.0,2653.0,8,-4.02639798314978,-0.0418639798314978
58010,2020-02-10,2020-02-27,2560.0,2448.0,17,-4.473589384139141,-0.04633589384139141
58010,2020-03-26,2020-06-12,1973.0,2591.0,78,27.248867453949465,0.27088867453949467
58010,2020-07-21,2020-07-22,2680.0,2676.0,1,-0.14936522567832536,-0.0030936522567832536
58010,2020-08-26,2020-09-28,2513.0,2570.0,33,2.242864034567334,0.02082864034567334
58010,2020-10-23,2020-11-10,2601.0,2490.0,18,-4.361327598989827,-0.045213275989898265
58010,2020-11-27,2020-12-21,2663.0,2895.0,24,8.35318041931634,0.0819318041931634
58010,2021-01-13,2021-01-20,2944.0,2900.0,7,-1.50584638742015,-0.0166584638742015
58010,2021-02-03,2021-02-10,3010.0,2886.0,7,-4.206861840910523,-0.043668618409105235
58010,2021-03-11,2021-04-01,2933.0,2986.0,21,1.7908909121684609,0.016308909121684607
58010,2021-05-10,2021-05-20,3015.0,2868.0,10,-4.998490744177486,-0.05158490744177486
58010,2021-05-31,2021-06-14,2933.0,2880.0,14,-1.8235495847459366,-0.019835495847459368
58010,2021-07-06,2021-07-09,2822.0,2653.0,3,-6.175477827501961,-0.06335477827501962
58010,2021-07-14,2021-08-10,2750.0,2553.0,27,-7.4331773419133125,-0.07593177341913313
58010,2021-09-01,2021-11-01,2376.0,2525.0,61,6.082266122692466,0.05922266122692466
58010,2021-11-05,2021-11-08,2451.0,2508.0,3,2.298951822469878,0.02138951822469878
58010,2021-12-27,2022-01-24,2262.0,2315.0,28,2.316030984426861,0.02156030984426861
58010,2022-02-15,2022-02-28,2355.0,2258.0,13,-4.206126174091079,-0.043661261740910784
58010,2022-03-23,2022-04-06,2283.0,2134.0,14,-6.749221466809689,-0.0690922146680969
58010,2022-04-21,2022-05-26,2129.0,2110.0,35,-0.8964438423367339,-0.01056443842336734
58010,2022-06-01,2022-06-20,2168.0,2224.0,19,2.550229281093626,0.023902292810936258
58010,2022-07-05,2022-07-07,2276.0,2234.0,2,-1.8625815617075554,-0.020225815617075555
58010,2022-07-11,2022-07-13,2290.0,2243.0,2,-2.0737562028076963,-0.022337562028076963
58010,2022-07-21,2022-08-26,2283.0,2455.0,36,7.263639369882538,0.07103639369882538
58010,2022-09-13,2022-09-16,2495.0,2463.0,3,-1.2908610065081072,-0.014508610065081072
58010,2022-10-20,2022-10-21,2320.0,2280.0,1,-1.7391742711869222,-0.018991742711869222
58010,2022-11-02,2022-12-05,2337.0,2518.0,33,7.459688006543461,0.0729968800654346
58010,2022-12-14,2022-12-21,2644.0,2585.0,7,-2.2567414029047392,-0.024167414029047395
58010,2023-01-25,2023-02-09,2447.0,2363.0,15,-3.4930786255763837,-0.036530786255763836
58010,2023-02-22,2023-03-15,2418.0,2363.0,21,-2.3008753987830195,-0.024608753987830197
58010,2023-03-30,2023-04-28,2390.0,2461.0,29,2.9274405465499593,0.027674405465499593
58010,2023-05-01,2023-05-17,2491.0,2458.0,16,-1.3336225136200317,-0.014936225136200318
58010,2023-06-14,2023-07-18,2476.5,2560.0,34,3.3160985445315703,0.03156098544531571
58010,2023-07-20,2023-08-04,2610.0,2351.5,15,-10.42967989316364,-0.1058967989316364
58010,2023-08-29,2023-09-26,2491.0,2549.0,28,2.301688911393503,0.021416889113935026
58010,2023-10-25,2023-12-06,2328.5,2330.0,42,0.06439841373143797,-0.0009560158626856204
58010,2024-01-04,2024-02-21,2211.0,2815.0,48,24.15173597163445,0.23991735971634454
58010,2024-02-22,2024-02-28,2970.0,2974.0,6,0.1345895223355163,-0.000254104776644837
58010,2024-03-21,2024-04-02,3162.0,3090.0,12,-2.3033647877626233,-0.024633647877626234
58010,2024-04-11,2024-04-23,3322.0,3332.0,12,0.30057131134931625,0.0014057131134931624
58010,2024-05-08,2024-05-27,3520.0,3824.0,19,8.283600557914918,0.08123600557914917
58010,2024-05-28,2024-06-06,4047.0,4250.0,9,4.894311704259689,0.047343117042596895
58010,2024-07-12,2024-07-17,4165.0,4130.0,5,-0.8438868645864595,-0.010038868645864596
58010,2024-07-18,2024-07-19,4079.0,3900.0,1,-4.48753071998207,-0.046475307199820695
58010,2024-08-01,2024-08-05,3955.0,3209.0,4,-20.902123909189733,-0.2106212390918973
58010,2024-08-19,2024-09-06,3755.0,3255.0,18,-14.28960095555655,-0.1444960095555655
58010,2024-09-20,2024-10-22,3535.0,3581.0,32,1.292879166775949,0.011328791667759488
58010,2024-10-31,2024-11-29,3863.0,5986.0,29,43.79793257463629,0.4363793257463629
58010,2024-12-04,2024-12-09,6880.0,6630.0,5,-3.7013847747481106,-0.038613847747481105
58010,2025-01-23,2025-01-29,8202.0,6801.0,6,-18.730836677636585,-0.18890836677636583
58010,2025-02-12,2025-02-17,7600.0,7148.0,5,-6.131564999510382,-0.06291564999510382
58010,2025-03-19,2025-03-31,5861.0,4999.0,12,-15.90823450628589,-0.1606823450628589
58010,2025-04-17,2025-06-12,4110.0,6793.0,56,50.24696417010216,0.5008696417010216
58010,2025-07-17,2025-08-13,7570.0,8362.0,27,9.950456548501583,0.09790456548501583
58010,2025-09-01,2025-09-02,9074.0,8777.0,1,-3.3278517631791593,-0.03487851763179159
58010,2025-09-12,2025-09-18,9402.0,8760.0,6,-7.072652765363868,-0.07232652765363869
58010,2025-09-26,2025-09-29,9150.0,8891.0,3,-2.8714350148428056,-0.03031435014842806
58010,2025-09-30,2025-10-01,9320.0,9100.0,1,-2.388821517469549,-0.025488215174695492
58010,2025-10-09,2025-10-16,9898.0,9273.0,7,-6.522576471160542,-0.06682576471160542
58010,2025-10-17,2025-10-20,9259.0,9278.0,3,0.2049954863641913,0.0004499548636419128
58010,2025-10-27,2025-11-11,9810.0,9797.0,15,-0.1326057214766528,-0.0029260572147665285
58010,2025-12-04,2025-12-16,9961.0,9286.0,12,-7.016957856529871,-0.07176957856529871
58010,2025-12-24,2026-01-15,9889.0,9864.0,22,-0.25312624258105504,-0.00413126242581055
58010,2026-01-19,2026-03-10,10120.0,26800.0,50,97.38882236574914,0.9722882236574913
58010,2026-04-06,2026-04-23,37900.0,45030.0,17,17.237782222509967,0.17077782222509968
58010,2026-05-14,2026-05-22,57620.0,51020.0,8,-12.165201694271714,-0.12325201694271713
