code,entry_date,exit_date,entry,exit,hold_days,ret_pct,pnl
57130,2016-08-09,2016-09-13,1350.0,1302.5,35,3.5819097804953173,0.03421909780495318
57130,2016-11-14,2016-12-20,1488.0,1511.0,36,-1.5338746879702327,-0.016938746879702326
57130,2017-07-13,2017-09-25,1527.0,1850.0,74,-19.188061285373813,-0.19348061285373813
57130,2017-09-28,2017-12-01,3662.0,4356.0,64,-17.35447588183951,-0.17514475881839509
57130,2017-12-25,2018-02-01,4884.0,5155.0,38,-5.400256122046502,-0.05560256122046502
57130,2018-09-25,2018-10-12,4060.0,3608.0,17,11.8029371413264,0.116429371413264
57130,2019-09-12,2019-10-18,3450.0,3280.0,36,5.0530808647216,0.048930808647216
57130,2019-10-29,2019-11-13,3640.0,3450.0,15,5.360945060538095,0.052009450605380945
57130,2020-06-09,2020-06-16,3247.0,3003.0,7,7.811970411951571,0.07651970411951571
57130,2020-09-15,2020-09-25,3631.0,3363.0,10,7.6674659674066215,0.07507465967406621
57130,2020-11-12,2021-01-28,3711.0,4601.0,77,-21.49722890948709,-0.21657228909487092
57130,2021-02-18,2021-03-05,5434.0,4746.0,15,13.537335299058423,0.13377335299058424
57130,2022-01-14,2022-03-16,5015.0,5400.0,61,-7.3965532156329905,-0.07556553215632991
57130,2023-01-26,2023-02-08,5351.0,5058.0,13,5.631231108139411,0.05471231108139411
57130,2024-03-18,2024-05-13,4421.0,4880.0,56,-9.87793050209497,-0.1003793050209497
57130,2025-06-30,2025-07-16,3580.0,3435.0,16,4.13458747382963,0.039745874738296307
57130,2025-08-26,2025-10-29,3948.0,4977.0,64,-23.161817830518203,-0.23321817830518202
57130,2025-12-15,2026-03-10,5752.0,9866.0,85,-53.95468823928009,-0.541146882392801
