code,entry_date,exit_date,entry,exit,hold_days,ret_pct,pnl
58030,2016-05-12,2016-06-13,520.0,529.0,32,-1.7159620282826284,-0.018759620282826284
58030,2016-08-01,2016-09-13,572.0,546.0,43,4.652001563489281,0.04492001563489282
58030,2017-01-26,2017-03-16,718.0,810.0,49,-12.056467861826032,-0.12216467861826033
58030,2017-05-09,2017-06-29,863.0,955.0,51,-10.12966493973023,-0.1028966493973023
58030,2017-10-31,2017-11-14,979.0,938.0,14,4.278169352428572,0.041181693524285724
58030,2017-11-22,2017-12-07,1046.0,1003.0,15,4.197785666293265,0.04037785666293265
58030,2018-01-12,2018-01-31,1111.0,1083.0,19,2.5525542638639367,0.023925542638639365
58030,2018-05-15,2018-05-28,809.0,762.0,13,5.985236137184546,0.05825236137184546
58030,2019-09-12,2019-11-20,395.0,454.0,69,-13.921143314022604,-0.14081143314022604
58030,2020-11-05,2021-02-15,354.0,504.0,102,-35.32793549375942,-0.35487935493759415
58030,2021-07-13,2021-10-04,560.0,653.0,83,-15.364034554723622,-0.1552403455472362
58030,2022-05-17,2022-07-01,746.0,763.0,45,-2.253243108069606,-0.02413243108069606
58030,2022-08-09,2022-09-20,915.0,955.0,42,-4.278727520520898,-0.04438727520520898
58030,2022-11-11,2022-12-06,1085.0,1035.0,25,4.71785602750905,0.0455785602750905
58030,2023-05-23,2023-07-12,1035.0,1176.5,50,-12.814250246794778,-0.12974250246794777
58030,2024-01-24,2024-06-24,1207.0,3039.0,152,-92.33905718192614,-0.9249905718192615
58030,2024-09-03,2024-11-19,4446.0,5299.0,77,-17.55133079686203,-0.17711330796862026
58030,2025-01-24,2025-01-29,7210.0,6135.0,5,16.145887313398298,0.159858873133983
58030,2025-05-30,2025-11-19,6680.0,17800.0,173,-98.00804697494851,-0.9816804697494852
58030,2026-02-04,2026-03-10,22000.0,24200.0,34,-9.531017980432493,-0.09691017980432494
