code,entry_date,exit_date,entry,exit,hold_days,ret_pct,pnl
58010,2016-06-14,2016-07-08,252.0,249.0,24,-1.197619104671565,-0.01357619104671565
58010,2016-08-17,2016-08-30,258.0,266.0,13,3.05367238600817,0.0289367238600817
58010,2017-03-28,2017-04-06,3975.0,4230.0,9,6.217724495189136,0.06057724495189137
58010,2017-11-07,2017-12-25,6110.0,5770.0,48,-5.725469266349579,-0.058854692663495786
58010,2018-02-06,2018-02-22,5380.0,5840.0,16,8.20424226664426,0.08044242266644258
58010,2018-04-05,2018-04-24,5320.0,5310.0,19,-0.18814680997055086,-0.0034814680997055088
58010,2018-08-17,2018-08-30,3460.0,3775.0,13,8.713179363135513,0.08553179363135513
58010,2018-10-12,2018-11-06,3275.0,3200.0,25,-2.316705928153442,-0.02476705928153442
58010,2018-12-07,2019-01-09,3035.0,2925.0,33,-3.6916943827641817,-0.038516943827641814
58010,2019-03-11,2019-04-04,3190.0,3035.0,24,-4.980949228529159,-0.05140949228529159
58010,2019-05-08,2019-05-28,2756.0,2789.0,20,1.1902755493939867,0.010302755493939867
58010,2019-08-01,2019-09-06,2862.0,2381.0,36,-18.40001136295334,-0.18560011362953338
58010,2019-12-20,2020-03-30,2869.0,1902.0,101,-41.10575728760291,-0.4126575728760291
58010,2020-08-03,2020-08-26,2534.0,2513.0,23,-0.8321823337492217,-0.009921823337492218
58010,2021-04-22,2021-05-07,2888.0,2960.0,15,2.462504730538919,0.023025047305389193
58010,2021-06-21,2021-07-14,2703.0,2750.0,23,1.7238644384169277,0.015638644384169276
58010,2021-08-10,2021-09-08,2553.0,2387.0,29,-6.723179090265371,-0.06883179090265372
58010,2021-11-29,2021-12-29,2367.0,2282.0,30,-3.657107909196293,-0.03817107909196293
58010,2022-02-07,2022-02-14,2224.0,2323.0,7,4.355207739993604,0.04195207739993605
58010,2022-03-09,2022-03-23,2105.0,2283.0,14,8.117490041331367,0.07957490041331367
58010,2022-09-27,2022-11-02,2361.0,2337.0,36,-1.021720254665494,-0.01181720254665494
58010,2023-08-07,2023-08-29,2387.0,2491.0,22,4.264688892335032,0.04104688892335032
58010,2023-09-29,2023-11-02,2457.5,2320.0,34,-5.7577387360965995,-0.05917738736096599
58010,2023-12-11,2024-01-05,2271.0,2249.5,25,-0.9512293824331504,-0.011112293824331505
58010,2024-07-23,2024-08-01,3899.0,3955.0,9,1.4260491219157017,0.012660491219157017
58010,2024-08-05,2024-08-19,3209.0,3755.0,14,15.712892308837834,0.15552892308837835
58010,2025-02-26,2025-04-28,6308.0,4547.0,61,-32.735099425791844,-0.32895099425791846
58010,2025-11-25,2025-12-04,9165.0,9961.0,9,8.328558687136036,0.08168558687136035
