code,entry_date,exit_date,entry,exit,hold_days,reason,ret_pct,pnl
57140,2016-08-30,2017-03-14,664.0,875.0,196,DC,27.594173688118058,0.2743417368811806
57140,2017-06-22,2017-09-06,803.0,823.0,76,DC,2.4601486730308237,0.023001486730308236
57140,2017-09-28,2018-02-16,4185.0,3910.0,141,DC,-6.796932994416423,-0.06956932994416423
57140,2018-05-18,2018-06-01,3815.0,3465.0,14,DC,-9.622803209455377,-0.09782803209455378
57140,2018-10-03,2018-11-09,3745.0,3490.0,37,DC,-7.051988075484705,-0.07211988075484706
57140,2018-11-19,2019-01-09,3615.0,3370.0,51,DC,-7.017911124645764,-0.07177911124645764
57140,2019-03-01,2019-05-24,3615.0,3370.0,84,DC,-7.017911124645764,-0.07177911124645764
57140,2019-09-17,2020-02-25,3695.0,3725.0,161,DC,0.8086297431357841,0.006486297431357841
57140,2020-06-03,2020-08-18,3620.0,3270.0,76,DC,-10.16840409285177,-0.1032840409285177
57140,2020-09-30,2020-10-02,3160.0,3040.0,2,DC,-3.8714512180690392,-0.04031451218069039
57140,2021-08-27,2021-10-26,4575.0,4870.0,60,DC,6.248723836701372,0.06088723836701373
57140,2021-10-29,2021-12-03,4695.0,4220.0,35,DC,-10.666298461230573,-0.10826298461230574
57140,2022-01-11,2022-05-24,4830.0,4770.0,133,DC,-1.2500162764231495,-0.014100162764231495
57140,2022-08-17,2022-11-01,5290.0,4755.0,76,DC,-10.662154987285435,-0.10822154987285436
57140,2023-02-17,2023-04-10,4460.0,4260.0,52,DC,-4.587960575069366,-0.04747960575069366
57140,2023-05-24,2023-05-30,4410.0,4205.0,6,DC,-4.760039603384322,-0.04920039603384322
57140,2023-06-19,2023-10-30,4554.0,4575.0,133,DC,0.4600731085936662,0.003000731085936662
57140,2023-11-15,2024-07-09,5177.0,5712.0,237,DC,9.83434871175189,0.09674348711751889
57140,2024-10-22,2024-11-25,5239.0,4630.0,34,DC,-12.357377232793992,-0.12517377232793991
57140,2025-02-26,2025-04-21,4506.0,4400.0,54,DC,-2.3805301085837254,-0.025405301085837256
57140,2025-07-01,2026-04-27,4660.0,9525.0,300,DC,71.49044728752101,0.71330447287521
57140,2026-04-28,2026-05-01,9546.0,9538.0,3,DC,-0.08383987076722535,-0.0024383987076722537
57140,2026-05-11,2026-05-22,10365.0,10390.0,11,EOD,0.24090592233930405,0.0008090592233930404
