code,dt,total_vol,close_vol,close_px,pre_px,open_px,close_pct,adv60,adj_close,fwd_open,fwd_close,fwd2_close,cp_med,close_x,close_jump_bps,fwd_oc_bps,fwd_co_bps,fwd_cc_bps
202A0,2026-03-06,35100.0,6200.0,3545.0,3545.0,3550.0,17.664,1987637813.3333333,3545.0,3505.0,3520.0,3525.0,2.955,5.97766497461929,0.0,42.79600570613384,-112.83497884344129,-70.5218617771508
202A0,2026-03-11,17400.0,3600.0,3535.0,3535.0,3545.0,20.69,1736385946.6666667,3535.0,3530.0,3535.0,3540.0,4.187,4.9414855505134945,0.0,14.164305949009304,-14.144271570014633,0.0
202A0,2026-03-13,14300.0,3900.0,3540.0,3530.0,3550.0,27.273,1341399055.0,3540.0,3535.0,3535.0,3540.0,4.497999999999999,6.063361493997333,28.328611898016387,0.0,-14.124293785310327,-14.124293785310327
202A0,2026-03-24,15900.0,7300.0,3535.0,,3540.0,45.912,1020798825.0,3535.0,3535.0,3535.0,3535.0,6.4005,7.173189594562925,,0.0,0.0,0.0
21340,2025-09-17,12693600.0,1177600.0,52.0,53.0,56.0,9.277,3414882866.6666665,52.0,52.0,50.0,51.0,1.6555,5.603745092117185,-188.67924528301882,-384.61538461538436,0.0,-384.61538461538436
21340,2025-09-18,8078500.0,1642200.0,50.0,50.0,53.0,20.328,3348210043.3333335,50.0,50.0,51.0,49.0,1.6555,12.279069767441861,0.0,200.00000000000017,0.0,200.00000000000017
21340,2025-09-19,12199100.0,3312300.0,51.0,50.0,50.0,27.152,3313092100.0,51.0,50.0,49.0,50.0,1.675,16.210149253731345,200.00000000000017,-200.00000000000017,-196.07843137254943,-392.1568627450978
21340,2025-09-24,7061400.0,763400.0,50.0,50.0,50.0,10.811,3217176386.6666665,50.0,50.0,48.0,45.0,1.675,6.454328358208955,0.0,-400.00000000000034,0.0,-400.00000000000034
21340,2025-10-10,5465400.0,797100.0,40.0,40.0,41.0,14.584,1954201801.6666667,40.0,39.0,36.0,38.0,2.1334999999999997,6.83571595969065,0.0,-769.2307692307687,-250.00000000000023,-999.9999999999998
215A0,2025-02-28,4337100.0,936400.0,1576.0,1577.0,,21.59,5727577371.666667,1576.0,1600.0,1546.0,1511.0,2.7875,7.745291479820628,-6.341154090044876,-337.4999999999995,152.28426395939022,-190.35532994923886
215A0,2025-05-30,1780400.0,542900.0,1762.0,1763.0,1742.0,30.493,4989308656.666667,1762.0,1756.0,1751.0,1793.0,3.4829999999999997,8.75480907263853,-5.672149744753163,-28.473804100227483,-34.052213393870325,-62.42905788876318
215A0,2025-08-26,1286500.0,187800.0,2385.0,2377.0,2371.0,14.598,6220479796.666667,2385.0,2390.0,2375.0,2327.0,3.4345,4.250400349395837,33.6558687421129,-62.76150627615107,20.96436058700135,-41.92872117400381
215A0,2025-11-21,1669000.0,320300.0,1394.0,1388.0,1340.0,19.191,7469626915.0,1394.0,1400.0,1362.0,1399.0,3.833,5.0067831985390026,43.227665706051525,-271.42857142857133,43.041606886657924,-229.55523672883783
