sym,time,th,N,mean,wr,pf,sharpe,t
6758.T,10:00,5,106,-10.58613133244137,52.83018867924528,0.7922716079223163,-1.2458353546055756,-0.8080036329657423
6758.T,10:00,10,34,-20.280737645434264,50.0,0.6158758794353244,-2.8886291124038297,-1.0610380830854296
6758.T,11:00,5,36,-17.304969212034862,44.44444444444444,0.599169668742325,-3.245439234170319,-1.2266607298266545
6758.T,11:30,5,29,-1.142742808388868,31.03448275862069,0.9718787964172289,-0.15359242784675137,-0.052103696318926786
6758.T,13:30,5,22,-20.078275334296404,31.818181818181817,0.4856726513539237,-4.664824966952466,-1.3783084632273854
8411.T,9:30,5,172,-8.58883041094122,48.25581395348838,0.8470407566607083,-1.0063902902459017,-0.8314389983345941
8411.T,9:30,10,115,0.7772095877519117,49.56521739130435,1.0146544767078043,0.08825132558955442,0.05961696832385233
8411.T,9:30,20,37,12.61901175664217,48.64864864864865,1.2131255899776947,1.2287298462106597,0.4708222724948083
8411.T,10:00,5,103,8.178455429559504,46.601941747572816,1.1942028258300132,1.0731879762735876,0.6861106178430428
8411.T,10:00,10,36,17.097723327965536,44.44444444444444,1.43645639580971,2.1222624617432455,0.802139812940051
8411.T,11:00,5,41,8.309598614641374,60.97560975609756,1.1555044177126501,0.9409458369791193,0.3795388899979552
8411.T,11:30,5,39,1.4158191483768878,51.28205128205128,1.031792626821623,0.1938090085061171,0.07624405621764373
8411.T,13:30,5,27,4.278620606944396,59.25925925925925,1.1496705188242937,0.7943750524790053,0.26002027201211136
