sym,break_dir,persist,hold,N,mean,wr,pf,sharpe,t
5713.T,up,60,120,105,0.26878227440344615,45.714285714285715,1.009418237368952,0.05535616672101682,0.035732251970063224
5713.T,down,60,120,93,0.20305330339163458,44.086021505376344,1.005437219149949,0.02653708902919567,0.01612109307355664
1605.T,up,20,30,252,-5.092936310542403,45.23809523809524,0.7156546868642696,-1.7042937219805174,-1.7042937219805177
1605.T,down,20,30,221,-5.259812828919583,41.17647058823529,0.682623387537451,-2.108106993351505,-1.9741880349074439
1605.T,up,20,60,252,-1.991056053582226,47.22222222222222,0.8960520491403369,-0.5416903015620428,-0.5416903015620428
1605.T,down,20,60,221,-5.062975352199899,43.89140271493213,0.7602065356106262,-1.400333402653387,-1.3113762523051358
1605.T,up,20,120,252,0.712041907913604,46.03174603174603,1.0347805512018384,0.1802987667206588,0.1802987667206588
1605.T,down,20,120,221,-4.333324702898513,43.43891402714932,0.8341830901950599,-0.9667323310605657,-0.9053199894298374
1605.T,up,30,30,188,-1.522928443222219,45.744680851063826,0.8942713259439782,-0.6156064677499588,-0.5317185701993099
1605.T,down,30,30,160,-4.292249568586845,39.375,0.7125988429223641,-1.9614744708788685,-1.5629402693823105
1605.T,up,30,60,188,1.4136936056219844,47.87234042553192,1.090143161475495,0.45390459777391684,0.39205160500891456
1605.T,down,30,60,160,-2.542290471363573,42.5,0.8651293336318356,-0.7574009618639965,-0.6035115322381579
1605.T,up,30,120,188,5.040428213718024,46.808510638297875,1.3054234193323577,1.4525318261609672,1.2545971919336674
1605.T,down,30,120,160,-0.6727922588898607,42.5,0.9714476483513076,-0.1614552459431638,-0.12865061938559344
1605.T,up,60,30,102,-5.324219563331687,44.11764705882353,0.6312392096389112,-2.716798929182114,-1.728451957865672
1605.T,down,60,30,87,-7.304802580221465,37.93103448275862,0.5453430027516422,-3.6138025428561704,-2.1233607003091484
1605.T,up,60,60,102,-2.5733034631576532,47.05882352941176,0.8289873649737911,-1.1849938944871874,-0.753903792799953
1605.T,down,60,60,87,-7.538654500969556,39.08045977011494,0.6280061351398877,-2.438562757246461,-1.432825469175264
1605.T,up,60,120,102,-1.4291336359447142,46.07843137254902,0.9135505578783357,-0.5731151565513972,-0.3646210265262333
1605.T,down,60,120,87,-5.992006141664301,37.93103448275862,0.7642614988066999,-1.465300304956302,-0.8609659893692355
5020.T,up,20,30,246,-4.611300079708309,46.34146341463415,0.7030613583231202,-1.3427395574502128,-1.326658264074898
5020.T,down,20,30,279,-5.353494112016192,36.200716845878134,0.6554795817145004,-2.3472404830682354,-2.469786532461477
5020.T,up,20,60,246,-1.699661551151416,50.40650406504065,0.9069751143862875,-0.43430205212077655,-0.42910064230537054
5020.T,down,20,60,279,-2.650284747477085,42.65232974910394,0.8499526073561208,-0.8551381398647123,-0.8997836721319997
5020.T,up,20,120,246,0.04779198624689483,52.4390243902439,1.0021298638988845,0.010819853848226587,0.010690270085652577
5020.T,down,20,120,279,-4.261311091632099,41.21863799283154,0.8127341924498082,-1.1103506535969403,-1.1683204641131786
5020.T,up,30,30,178,-3.0891041476198153,48.87640449438202,0.7887692825619884,-0.8176910033731029,-0.6872250004273613
5020.T,down,30,30,195,-7.519543876351715,34.35897435897436,0.5221410506352631,-3.830069260529291,-3.369175724277909
5020.T,up,30,60,178,2.004412788466719,52.80898876404494,1.120844200010697,0.4775321754308664,0.40133992927743506
5020.T,down,30,60,195,-5.907199134055941,42.05128205128205,0.6840594938532323,-2.249130767030601,-1.9784803525873738
5020.T,up,30,120,178,7.520645622610537,55.0561797752809,1.425555020409804,1.8255474265026264,1.5342737363908525
5020.T,down,30,120,195,-7.801965548296854,41.02564102564102,0.6792408330869751,-2.147938671559647,-1.8894652647760282
5020.T,up,60,30,97,-9.290279082129658,43.29896907216495,0.5573187164344899,-1.9301809444136728,-1.1975223303469105
5020.T,down,60,30,97,-6.399841173358111,38.144329896907216,0.5677883279025424,-3.197207536472048,-1.9836106199057706
5020.T,up,60,60,97,-5.441073031863798,46.391752577319586,0.7483012539901112,-1.122125700707744,-0.696188918423859
5020.T,down,60,60,97,-6.476045703582368,40.20618556701031,0.6431442389300116,-2.575683990816347,-1.598005152753477
5020.T,up,60,120,97,4.090456339030908,53.608247422680414,1.189102038145635,0.8755452929410319,0.5432055696962179
5020.T,down,60,120,97,-4.868093687650785,43.29896907216495,0.7613563782143468,-1.642966181645606,-1.0193286262719126
9101.T,up,20,30,253,0.05728346337020572,40.316205533596836,1.0052466444729429,0.02879764847942872,0.02885473009833394
9101.T,down,20,30,248,-1.9330679513879876,41.12903225806452,0.8575269791307116,-0.747391093616717,-0.7414356911895285
9101.T,up,20,60,253,1.8557113997407126,42.68774703557312,1.1334018306576186,0.6490715925675723,0.6503581579382002
9101.T,down,20,60,248,-2.0536995372737414,43.145161290322584,0.8827917562772322,-0.5682497978264271,-0.5637218388312931
9101.T,up,20,120,253,4.479565029935345,47.03557312252965,1.2720615047464638,1.150229289508835,1.1525092308729457
9101.T,down,20,120,248,1.3439603538930587,42.33870967741936,1.0672812241570728,0.30733342915491146,0.3048845181823599
9101.T,up,30,30,187,1.1634889724878608,43.31550802139038,1.1203375801223807,0.6054559148560849,0.5215585378733312
9101.T,down,30,30,190,-2.2222256133354876,41.05263157894737,0.8424652983903019,-0.7972825018216464,-0.6922911227734901
9101.T,up,30,60,187,4.290014634471331,42.24598930481284,1.3475465342112274,1.456773178518434,1.2549096810488012
